case_id,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,naic_cd
1466749,Hazel's Home Care 2,Hazel's Home Care,533 High Fall Dr,Dallas,TX,75232,969
1470378,HORSE SHOE CASINO,"Harrah's Operating Company, Inc.",711 HORSE SHOE BLVD.,Bossier City,LA,71111,71321
1670783,Mambo Italiano,"Primi Piatti, Inc.",5165 Peachtree Corners Circle,Norcross,GA,30092,722110
1474194,AITC,American Information Technology Corporation,"5525 N. MacArthur Blvd, Ste 550",Irving,TX,75038,42343
1554350,Highland Express Shuttle Services,Dillard-Lewis Inc.,501 Central NW,Albuquerque,NM,87103,485510
1587959,Nurse Temps,A + Nurse Temps Inc.,2008 US Hwy 44 W,Inverness,FL,34453,561320
1645852,Pho Citi - Downtown,Pho Citi Franchising Company,200 S. Hill St.,Los Angeles,CA,90012,722211
1645854,Pho Citi - Silver Lake,Pho Citi Franchising Company,4319 W. Sunset Blvd,Los Angeles,CA,90029,722211
1701730,South Franklyn Wash & Dry,Progressive Laundromat Corp.,206 S Franklyn Steet,Hempstead,NY,11550,8123
1634623,Zion Construction Co.(131 Broome),Zion Construction Co.,11 Maple Street,Cresskill,NJ,7626,23611
1634852,El Dos De Oros,"San Juan Mexican Restaurant, Inc.",409 E. Sycamore,Ness City,KS,67560,722110
1666856,"Rodolfo  Zamorano, Jr.","R. Zamorano Produce, Inc.",4300 Zamorano St.,Edinburg,TX,78539,115115
1754657,Sonoco,Sonoco Products Company,166 Baldwin Park Blvd,La Puente,CA,91746,32221
1578711,Hawk One Security- Shelter Phase II,"Hawk One Security, Inc.","1400 I Street, NW",Washington,DC,20024,56161
1392452,"Loomis, Fargo & Company","Loomis, Fargo & Company, Inc.",530 W. McDaniel Street,Springfield,MO,65803,561613
1687179,Steamatic of St. Louis,JJF & C LLC,10550 Kahlmeyer Drive,Saint Louis,MO,63132,562910
1695582,"Triple Flag Tires and Wheels, LLC","Triple Flag Tires and Wheels, LLC",10150 Halls Ferry Road,Saint Louis,MO,63136,441320
1695584,"Triple Flag Tires and Wheels, LLC","Triple Flag Tires and Wheels, LLC",902 Airport Road,Saint Louis,MO,63135,441320
1695585,"Triple Flag Tires and Wheels, LLC","Triple Flag Tires and Wheels, LLC",6308 Windham & Goodfellow,Saint Louis,MO,63120,441320
1520297,Signature Landscapes,"Signature Landscapes, LLC",324 Vine Street,Reno,NV,89503,561730
1679067,El Ahorro,"Adventure Supermarkets, LLC.",5859 Bissonnet,Bellaire,TX,77401,445110
1582336,McDonalds,"Golden Arch Management, Inc.",9500 Liberty Rd.,Randallstown,MD,21133,722211
1420207,"Sourcecorp London, Ky","Sourcecorp, Inc",715 North Main Street,London,KY,40741,561410
1688601,New World International,United Commerce Center,1720 E State Hwy 356,Irving,TX,75060,441310
1689695,Little Caessar's Pizza,Osman Ventures LLC,5762 Milgen Road,Columbus,GA,31907,722211
1544077,HSBC,HSBC,700 Wood Dale Rd.,Wood Dale,IL,60191,523999
1426228,"Pet Supplies Plus, East Northport",Sisap Operating Corp.,1960A Jericho Turnpike,East Northport,NY,11731,453910
1426229,"Pet Supplies Plus, Deer Park",Subko Operating Corp.,411 Commack Road,Deer Park,NY,11729,453910
1692664,Akira Sushi & Hibachi,"TMA Enterprises, Inc.",6025 Kruse Drive,Solon,OH,44139,722110
1694800,ABG Caulking & Waterproofing,"ABG Caulking Contractors, Inc.",861 Springfield Highway,Goodlettsville,TN,37072,238390
1691774,Embassy Living Solutions,"Embassy Living Solutions 2, LLC",26105 Orchard Lake Rd,Farmington Hills,MI,48336,62322
1691776,"Smith Oil Company, Inc.","Smith Oil Company, Inc.",16 Rouse Road St. Route 2,Wellsburg,WV,26070,447110
1695108,Hearthside H5,"Hearthside Food Solutions, LLC",3225 32nd St. S.E.,Grand Rapids,MI,49512,561320
1695110,Hearthside H3,"Hearthside Food Solutions, LLC",5400 33rd St. S.E.,Grand Rapids,MI,49512,561320
1584394,Heartland Transportation,"Heartland Transportation, Inc.",3360 Andersonville Highway,Andersonville,TN,37705,484121
1681645,El Pueblito Mexican Restaurant-Chanute,"Azteca, Inc.",101 East 28th Street,Chanute,KS,66720,722110
1681705,El Pueblito Mexican Restaurant - Parsons,"Azteca, Inc.",1804 Main Street,Parsons,KS,67357,722110
1695686,"Cape Fox Govt Services, LLC - Ft Hood, TX",Cape Fox Corporation,PO Box 8558,Ketchikan,AK,99901,54199
1698289,"Cellular Express, Inc.","Cellular Express, Inc.",625 Chestnut Drive,Walton,KY,41094,45399
1679791,"Alpha Protective Services, Inc (EPA, RTP)","Alpha Protective Services, Inc.",1701 Colonial Drive,Thomasville,GA,31757,561612
1614146,Subway,Buckley Enterprises LLC,3122 S. Business Drive,Sheboygan,WI,53081,7222
1699745,United Cerebral Palsy,United Cerebral Palsy,205 W. Mission Avenue,Escondido,CA,92025,9680
1578896,United Food and Commercial Workers Local 7-R,United Food & Commercial Workers Internationa,7760 W 38th Ave Bldg Suite 400,Wheat Ridge,CO,80033,81393
1594457,NJ Department of Children and Families,NJ Department of Children and Families,1524 Terrill Road,Scotch Plains,NJ,7076,923
1723447,Community Health Clinic,"Community Health Clinic, Inc.",943 4th Avenue,New Kensington,PA,15068,621111
1419245,D & A Building Services,D & A Building Services Inc.,983 Explorer Cove,Altamonte Springs,FL,32701,561720
1522712,Lil Kings & Queens Development Kingdom,"K & Q, Inc",8505 Terry Rd,Louisville,KY,40258,624410
1582758,"Arrowhead Contracting, Inc.","Arrowhead Contracting, Inc",10981 Eicher Drive,Lenexa,KS,66219,236220
1586072,Hicks Road Camp (Neveland Cannon-AGER),"Cannon AG. Products, LLC",3048 Hicks Rd.,Turbeville,SC,29162,111219
1624577,Mi Pueblo,"Mi Pueblo San Jose, Inc.",1745 Story Road,San Jose,CA,95122,445110
1430928,"Integrated Construction Enterprise, Inc.","Integrated Construction Enterprises, Inc.",U.S. Military Academy,West Point,NY,10996,23611
1430936,Tractor Supply Company,Tractor Supply Company,920 Hwy. 124,Braselton,GA,30517,444220
1551855,Shore Communications,"Shore Communications, Inc.","3355 Myrtle Avenue, Suite # 230",North Highlands,CA,95660,517510
1438116,Connections of Summit Pointe,Summit Pointe,140 West Michigan Avenue,Battle Creek,MI,49017,624310
1444471,"Raysor Trucking, Inc","Raysor Trucking, Inc","8331 Pontiac Street, Building B, Ste 200",Commerce City,CO,80037,484230
1715227,Boost Mobile - McKinney-W. University,No Limit Wireless at DFW Inc,1502 W University Rd,McKinney,TX,75069,453998
1447919,"Juicy Couture, Inc.","Juicy Couture, Inc.",12730 Wentworth Street,Pacoima,CA,91331,315233
1450265,Half Hollow Nursery,Half Hollow Nursery Inc.,2120 Main Road,Laurel,NY,11948,1114
1455078,Little Caesar's Pizza,"J.P. Food Service, LTD.",5501 Bartell Road,Brewerton,NY,13029,722211
1455082,Little Caesar's Pizza,"J.P. Food Service, LTD.",709 North Main Street,Syracuse,NY,13212,722211
1455084,Little Caesar's Pizza,"J.P. Food Service, LTD.",80 Smokey Hollow Road,Baldwinsville,NY,13027,722211
1455185,"Pet Supplies Plus, Deer Park",Subko Operating Corp.,411 Commack Road,Deer Park,NY,11729,453910
1506569,Mambo Italiano,"Primi Piatti, Inc.",5165 Peachtree Parkway,Norcross,GA,30092,7221
1301502,Fiesta Ranchera,"Fiesta Ranchera of Illinois, Inc.","1500 E. Empire St., Suite A-3",Bloomington,IL,61701,72211
1448252,Professional Janitorial Service,Professional Janitorial Service of Houston,2303 Nance St.,Houston,TX,77020,561720
1532128,BAE Systems Technology Solutions&Services Inc,BAE Systems Technology Solutions&Services Inc,"Building #6039, Higgins Road",Wahiawa,HI,96786,561210
1443775,Pepperell Bank & Trust,Pepperell Bank & Trust,2 Moulton Lane,York,ME,3909,521110
1732074,CJ's Transportation,"CJ's Transportation Services, Inc.",3165 State Route 5,Frankfort,NY,13340,484110
1348501,Henry Calloway,"Henry Calloway, FLC",814 Bronson Street,East Palatka,FL,32131,115115
1423227,"Elk, County of",Sheriff's Department,100 N. Cedar,Howard,KS,67349,922120
1423751,Millard Fillmore Hospital,"Kaleida Health, Inc.",3 Gates Circle,Buffalo,NY,14209,622110
1355162,El Mariachi 2,"El Azteca, Inc.",62 Downtown Plaza,Fairmont,MN,56031,72211
1386214,Monterrey Mexican Restaurant,Monterrey Mexican Restaurant,560 Winfield Dunn Parkway,Sevierville,TN,37862,722110
1377705,"Xcel Maintenance Services, Inc.","Xcel Maintenance Services, Inc.",8920 Colorful Pines,Las Vegas,NV,89143,561720
1377889,Zacatacos,"Zacatacos, Inc.",5925 S. Pulaski,Chicago,IL,60629,72211
1396124,Verizon Florida,"Verizon Florida, Inc.",201 North Franklin Street,Tampa,FL,33602,51711
1391624,Shell Gasoline Station,"Saab 1 Enterprises, Inc.",315 Hancock Street,Quincy,MA,2171,447110
1395222,"Yardmaster, Inc","Yardmaster, Inc",1447 N. Ridge Road,Painesville,OH,44077,541320
1395591,Woodbridge Apartments,"Cambridge Management, Inc.",145 East Cook Road,Mansfield,OH,44907,531110
1329747,JP Morgan Chase & CO,JP Morgan Chase & Co.,4915 Independence Parkway,Tampa,FL,33634,522210
1758243,Nirvana Bar and Grill,Morishita Enterprises,314 E. 1st St.,Los Angeles,CA,90012,722110
1470314,AAA Fast Cash Arlington,"P & P Brokers, LP",1101 W. Division,Arlington,TX,76018,522310
1774318,Interstate Hotels and Resorts,"Interstate Hotels and Resorts, Inc.",12400 Greenspoint Dr.,Houston,TX,77060,721110
1402205,"Oakley Groves, Inc.","Oakley Groves, Inc.",P.O. Box 4170,Lake Wales,FL,33859,111310
1453883,"Southern Corporate Packers, Inc.    USER/Brok","Southern Corporate Packers, Inc.",403 East Main St.,Immokalee,FL,34143,425120
1656136,"Drifter Industries, Inc.","Drifter Industries, Inc.",1215 W. Walnut Street,Compton,CA,90220,315232
1648632,Rutledge Pike Electric,"Rutledge Pike Electric, LLC",7301 Old Rutledge Pike,Knoxville,TN,37924,23821
1391178,Carolyn Mitchell's Loving Care Home,"A Family Affair, Inc.",7556 Cosgrove Way,Sacramento,CA,95822,623312
1759274,Diva Nails & Spa,"S&D Beauty Spa, Inc.",1601 University Ave,Lubbock,TX,79401,812113
1446974,"Big Lakes Developmental Center, Inc.","Big Lakes Developmental Center, Inc.",1416 Hayes Drive,Manhattan,KS,66502,624310
1623600,Pizza Hut,"Sky Ventures, LLC",Highway 18 & I-35,Clear Lake,IA,50428,722110
1553045,G & P Forestry Services (Gonzalez Crew),"G & P Forestry Services, Inc.","Township 13 Range 15, ME",,,,115310
1464762,Champs Sports,"Footlocker, Inc.","8111 Concord Mills Blvd, Suite",Concord,NC,28027,448210
1659288,Plummer Orchards LLC,Plummer Orchards LLC,4475 Main Street,Gasport,NY,14067,111331
1446713,Criterion Corporation,Criterion Corporation,137 Bison Ln,Cibolo,TX,78108,81111
1698774,Gadsden Tomato Company,Gadsden Tomato Company,218 North Graves Street,Quincy,FL,32353,311421
1446408,Huddle House,Ratliff Inc.,305 East Karsch Blvd,Farmington,MO,63640,722110
1447317,Gristick's,Foodkart Inc,640 North 7th Street,Lebanon,PA,17046,445110
1447319,Jackson Public Schools,Jackson Public Schools,662 South President Street,Jackson,MS,39201,9210
1494084,Coca Cola,Coca-Cola Enterprises Inc.,78 Progress Parkway,Hazelwood,MO,63042,3121
1514717,Longs Drugs Store,Longs Drugs,5100 Broadway,Oakland,CA,94621,446110
1756084,IH Services,"IH Services, Inc.",P.O. Box 5033,Greenville,SC,29606,561720
1445325,Olympia Children's Creative Learning Center,Olympia Children's Creative Learning Center,600 7th Ave. West,Palmetto,FL,34221,624410
1477339,B & B Farms/Clarisbel Hernandez,Arthur and Benton Beckwith,P.O. Box 1029,Progreso,TX,78579,111219
1440931,Newark Public Schools,Newark Public Schools,2 Cedar St,Newark,NJ,7102,974
1402440,El Tipico #2,"El Tipico Enterprises, Inc.",4902 Rigsby,San Antonio,TX,78222,72211
1595255,Signature Property Management,Signature Real Estate Services Inc,1901 West 47th Place,Mission,KS,66205,531311
1455186,"Pet Supplies Plus, E. Northport",Sisap Operating Corp.,1960A Jericho Turnpike,East Northport,NY,11731,453910
1455189,"Pet Supplies Plus, Oceanside",Ocean Operating Corp.,3644 Long Beach Road,Oceanside,NY,11572,453910
1448119,City of Phoenix Aviation,"City of Phoenix, Arizona",3400 Sky Harbor Blvd.,Phoenix,AZ,85005,9890
1450816,Skookum Educational Programs,Skookum Educational Programs,385 Benedict Street,Port Townsend,WA,98368,624310
1452285,Keyspan Delivery of Long Island,Keyspan,15 Park Drive,Melville,NY,11747,221122
1452412,"Gonzalez Harvesting, Inc.","Gonzalez Harvesting, Inc.",4428 SW Golfcourse Rd,Cornelius,OR,97113,111334
1449903,Super Mex,"Super Mex Mexican Restaurants, Inc.",732 East First Street,Long Beach,CA,90802,722110
1766428,CLC,"Construction Labor Contractors, LLC","60 S. American Way, Suite B",Monroe,OH,45050,561320
1721267,Gorditas Tony,Gorditas Tony's,4015 Fort Blvd #415,El Paso,TX,79930,722211
1381620,Commercial Recovery Systems,"Commercial Recovery Systems, Inc.","8035 E. R.L. Thornton Fwy, Ste 200-220",Dallas,TX,75228,561440
1372082,Servando Popoca,Servando Popoca,710 91 Mine Rd.,Bartow,FL,33831,115115
1436347,Call Henry,"Call Henry, Inc.",21000 Brookpark Road,Cleveland,OH,44135,56121
1442427,"Saab 1 Enterprises, Inc.","Saab 1 Enterprises, Inc.",1280 Belmont St Suite 2,Brockton,MA,2301,447110
1593890,Volunteers of America,"Volunteers of America, Inc.",1606 Fernandez Juncos Avenue,San Juan,PR,907,623990
1441656,Mendiola Forestry Service,Mendiola Forestry Service,5 Cloverhill Drive,Warren,AR,71671,115310
1438397,US Security Associate,"US SECURITY ASSOCIATES, INC.",1850 Lee Road,Winter Park,FL,32789,561612
1444847,"The TJX Companies, Inc","The TJX Companies, Inc",Valley Centre,Owings Mills,MD,21117,44815
1675044,MG Ford Produce,"MG Ford Produce, Inc.",P.O. Box 2872,Labelle,FL,33935,11511
1513332,Pay Less Super Market,"Kroger, Inc.",1900 Applewood Center Drive,Anderson,IN,46013,445110
1673899,Gold Star Finance,"Gold Star Finance, Inc",610 W Main Street,Denison,TX,75020,522310
1444866,"Eastern Personnel Services II, Inc.","Staffing Companies, Inc",7160 Hodgson Memorial Drive,Savannah,GA,31406,561320
1558005,"Zavala Mushrooms, Inc.","Zavala Mushrooms, Inc.",2000 Baltimore Pike,Oxford,PA,19363,111411
1788030,Domino's Pizza #3650,Dominos Pizza,554 5th Ave,Brooklyn,NY,11215,722211
1675124,AM/PM Cornell/Beaverton,"Youssef, Inc.",15320 NW Cornell Rd,Beaverton,OR,97006,447110
1425586,Don Terry & Associates Security Service,"National Security of Alabama, Inc.",1001 Hull Street,Montgomery,AL,36106,561612
1416427,Casa Fiesta Mexican Restaurant #1,"Casa Fiesta, Inc.",405 S. Century Blvd,Rantoul,IL,61866,722110
1446979,Shalev Family Home - Matilija,"Shalev Family Home, Inc",6245 Matilija Street,Van Nuys,CA,91401,623110
1418812,Socorro's Restaurant # 1,Socorro's Restaurant,14657  Victory Bl.,Van Nuys,CA,91411,722110
1446717,Criterion Corporation,Criterion Corporation,137 Bison Lane,Cibolo,TX,78108,488119
1431915,A1 Wireless,A1 Cellular Inc,7703 N Kings Hwy,Myrtle Beach,SC,29572,453998
1443994,Forestry Contractors LLC,"Forestry Contractors, LLC",103 West Holly Street,Ellisville,MS,39437,237130
1415762,Shorty's Food Mart,"T.D. Industries, Inc.",1027 E. Spruce,Las Cruces,NM,88001,447110
1432721,Key Food Marketplace #1384,J.G.S. Supermarket Corp,"Rt. 6, Baldwin Lane",Mahopac,NY,10541,44511
1429336,Mountain Villa Nursing Center,J Squared Inc.,2729 Porter Ave,El Paso,TX,79930,623110
1454056,Fun Factory Inc (Pearlridge),Fun Factory Inc,91-246 Oihana St.,Kapolei,HI,96707,713120
1601819,United Family AMPM #83207,"United Family, LLC",3401 Long Beach Blvd,Long Beach,CA,90807,44711
1443908,MT Contracting,"MMR, Inc.",3648 W. Yorkshire,Glendale,AZ,85308,238910
1444070,McClure Properties,"McClure Properties, Inc.",1456 3rd Avenue,Huntington,WV,25701,447110
1422135,"Sourcecorp Annville, KY","Sourcecorp, Inc.",555 Roark Rd.,Annville,KY,40402,541519
1444212,Towers Perrin,Towers Perrin,1 Stamford Plaza,Stamford,CT,6901,541611
1419571,"Nuckolls Concrete Services, Inc.","Oldcastle Materials, Inc. d/b/a","5550 NE 22nd Street, Suite 100",Des Moines,IA,50316,23731
1428820,Socorro's Restaurant # 3,Socorro's Restaurant,10307 Zelah Avenue,Northridge,CA,91326,722110
1433228,Autobuses,"Autobuses Ejecutivos, LLC",1142 South Mickley Avenue,Indianapolis,IN,46241,485113
1429361,Visiting Angels,"Anytime Home Care, Inc",2507 S. Queen Street,York,PA,17403,621610
1429427,Quiznos Classic Subs,"Will Enterprises, Inc",10970 S. Parker Rd,Parker,CO,80134,722211
1439438,Volunteers of America,Volunteers of America of Greater New Orleans,"320 Hammond Hwy., Suite 300",Metairie,LA,70005,62423
1417873,Save-A-Lot,"Buehler Foods, Inc.",1704 Allison Lane,Jeffersonville,IN,47130,445110
1582203,Unified Government of Wyandotte County/KCKS,Unified Government of Wyandotte County/KCKS,5301 State Avenue,Kansas City,KS,66106,9770
1455807,"Lanakila Rehabilitation Center, Inc","Lanakila Rehabilitation Center, Inc",1809 Bachelot Street,Honolulu,HI,96817,624310
1434499,Children's Discovery Center,Children's Discovery Center Inc,2205 East Lindsey,Norman,OK,73071,624410
1413071,Microtel Inn & Suites,"Microtel Inn & Suites, Inc.",10311 Plaza Americana Drive,Baton Rouge,LA,70816,721110
1414815,Halsted Communications,"Halsted Communications, Ltd.",1505 E. Lackawanna Avenure,Olyphant,PA,18447,517410
1418379,"Owen Electric Company, Inc.","Owen Electric Company, Inc.",1775 Lakeside Avenue,Saint Augustine,FL,32084,23821
1439712,JMB Denver LLC,JMB Denver LLC,1565 E 66th Ave,Denver,CO,80229,236116
1441890,Priority Transport,"Priority Transport, Inc.",PR 64 KM 0.8 Bo Mani,Mayaguez,PR,681,484110
1438012,Bryant & Stratton Business College,"Bryant & Stratton College, Inc",2350 North Forest Road,Getzville,NY,14068,611310
1569965,Goodwill,"Goodwill Industries of the Southern Rivers, I",2607 Cross Country Drive,Columbus,GA,31906,453310
1436550,"TFV Properties, LTD",Holiday Inn,4116 N. Ocean Dr,Lauderdale by the Sea,FL,33308,721110
1445327,El Ranchito (Lake Oswego),"Sanchez, Inc.",329 SW 2nd St,Lake Oswego,OR,97034,722110
1446948,Walter Transport,"Walter Transport, Inc.",P.O. Box 580,Blue Springs,MO,64015,484121
1441777,Montefiore Medical Center,Montefiore Medical Center,3415 Bainbridge Avenue,Bronx,NY,10467,9160
1428082,K-Mar Industries,"K-Mar Industries, Inc.","Building 483,  Spearhead  Divison St.",Fort knox,KY,40121,921190
1768868,Reebok,"Reebok International, LTD",651 Kapkowski Road,Elizabeth,NJ,7201,424990
1500487,Plantel Nursery,"Plantel Nurseries, Inc",2890 Telephone Road,Santa Maria,CA,93454,11142
1503153,Coventry Health Care,Coventry Health Care Inc,3721 Tec Port Drive,Harrisburg,PA,17106,524114
1442508,Carmelo's Italian Restaurant,"Carmelo's Italian Restaurant, Inc.",504 E. 5th Street,Austin,TX,78701,722110
1426444,Century Theatres,Century Theatres,1901 Junipera Serra Blvd,San Francisco,CA,94105,512131
1672454,Kwik Kar Lube & Services,YSFM LLC,12250 S Gessner St,Houston,TX,77071,811191
1445793,Arrow Exterminators,"Arrow Exterminators, Inc",715 Battleground Ave.,Greensboro,NC,27401,56171
1454059,Fun Factory Inc (Mililani),Fun Factory Inc,91-246 Oihana St,Kapolei,HI,96707,713120
1451565,Easter Seals #27250,"Easter Seals Tennessee, Inc.","58 Dixon, Apt F-42",Lexington,TN,38351,62321
1457900,America's Choice Title Company,America's Choice Title Company,"2225 A1A South, Suite B9",Saint Augustine,FL,32080,524127
1474433,Gino Merli Veterans' Center,"Pennsylvania, State of",401 Penn Avenue,Scranton,PA,18503,9170
1456615,"Akima Logistics Services, LLC","Akima Logistics Services, LLC",1524-B Adeline Street,Hattiesburg,MS,39401,541614
